Date,124270,124300,126610LN,126710BLRO,124270 Listings,124300 Listings,126610LN Listings,126710BLRO Listings,124270 Markup,124300 Markup,126610LN Markup,126710BLRO Markup,124060,126610LV,126710BLNR,226570,124060 Listings,126610LV Listings,126710BLNR Listings,226570 Listings,124060 Markup,126710BLNR Markup,226570 Markup,126610LV Markup,116500LN,116500LN Listings,116500LN Markup,126711CHNR,126711CHNR Listings,126711CHNR Markup,126622,126720VTNR,126622 Listings,126720VTNR Listings,126622 Markup,126720VTNR Markup
12/22/2023,9470,10700,15429,23303,128,587,419,343,30.62068966,67.1875,50.52682927,113.7889908,13682,17701,18999,12990,260,420,580,309,50.35164835,74.30275229,34.61139896,63.89814815,33500,493,126.3513514,22290,283,38.01857585,16495,21899,269,461,34.10569106,91.25764192
12/29/2023,9515.5,11107,15702,23695,124,571,406,315,31.24827586,73.546875,53.1902439,117.3853211,13898,17942,19003,13000,257,403,574,296,52.72527473,74.33944954,34.71502591,66.12962963,33694,471,127.6621622,22497,278,39.3003096,16356,22043,267,436,32.97560976,92.51528384
1/5/2024,9434,10660,15605,23748,125,575,388,301,30.12413793,66.5625,52.24390244,117.8715596,13728,17567,18973,12910,241,393,561,297,50.85714286,74.06422018,33.78238342,62.65740741,33500,467,126.3513514,22229,275,37.64086687,16385,21796,259,426,33.21138211,90.3580786
1/12/2024,9449,10699.5,15429,23564,126,580,395,233,30.33103448,67.1796875,50.52682927,116.1834862,13796,17708.5,18750.5,12947.5,244,400,356,296,51.6043956,72.02293578,34.17098446,63.96759259,33004.5,338,123.0033784,22298,278,38.06811146,16495,21534.5,264,442,34.10569106,88.07423581
1/19/2024,9422,11019,15373,23550,117,575,386,288,29.95862069,72.171875,49.9804878,116.0550459,13811,17499,18844,12750,237,402,539,117,51.76923077,72.88073394,32.12435233,62.02777778,33218,458,124.4459459,22082,274,36.73065015,16245,21378,261,433,32.07317073,86.70742358
1/26/2024,9463,10495,15495,23894,115,473,379,288,30.52413793,63.984375,51.17073171,119.2110092,13771,17500,18927,12999.5,249,393,537,298,51.32967033,73.64220183,34.70984456,62.03703704,33161,461,124.0608108,21995,233,36.19195046,16315.5,21230,254,443,32.64634146,85.41484716
2/2/2024,9415,10750,15467,24000,119,581,235,264,29.86206897,67.96875,50.89756098,120.1834862,13628,17500,18832,12858,256,381,529,301,49.75824176,72.7706422,33.24352332,62.03703704,33079,450,123.5067568,21721,117,34.49535604,16103,20814,258,234,30.91869919,81.78165939
2/9/2024,9364,10750,15400,24000,123,582,397,269,29.15862069,67.96875,50.24390244,120.1834862,13555,17309.5,18746,12791,266,408,538,308,48.95604396,71.98165138,32.5492228,60.27314815,33081,438,123.5202703,21944,280,35.87616099,16000,20988,118,440,30.08130081,83.30131004
2/16/2024,9354.5,10750,15366,24199.5,126,580,387,264,29.02758621,67.96875,49.91219512,122.0137615,13543.5,17249.5,18629,12750,262,398,356,117,48.82967033,70.90825688,32.12435233,59.71759259,32890,453,122.2297297,21906.5,276,35.64396285,16187,20899,263,348,31.60162602,82.52401747
2/23/2024,9445,10500,15452,24405,122,580,391,258,30.27586207,64.0625,50.75121951,123.8990826,13630,17354.5,18860,12786,258,394,552,317,49.78021978,73.02752294,32.49740933,60.68981481,33062.5,452,123.3952703,21995,281,36.19195046,16225.5,21113,264,433,31.91463415,84.3930131
